dataset,group_col,group_value,gemma-2-2b,llama32-1b,rnn,saprpt,tabpfn3,transformer,sequence_mean,tabular_fm_mean,llm_mean,sequence_minus_tabular_acc,sequence_minus_llm_acc,transformer_minus_llm_mean_acc,rnn_minus_llm_mean_acc,group_value_label
BPI12,branching_degree_bucket,"branch_deg_(0.999, 5.0]",0.6131756756756757,0.606418918918919,0.7094594594594594,0.6790540540540541,0.6706081081081081,0.7719594594594594,0.7407094594594594,0.6748310810810811,0.6097972972972974,0.0658783783783782,0.130912162162162,0.162162162162162,0.099662162162162,
BPI20TravelPermitData,y_true_na,41,0.6923076923076923,0.6666666666666666,0.8461538461538461,0.6410256410256411,0.717948717948718,0.7692307692307693,0.8076923076923077,0.6794871794871795,0.6794871794871795,0.1282051282051282,0.1282051282051282,0.0897435897435897,0.1666666666666666,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20RequestForPayment,branching_degree_bucket,"branch_deg_(3.0, 6.0]",0.6417910447761194,0.5458422174840085,0.720682302771855,0.720682302771855,0.7228144989339019,0.7228144989339019,0.7217484008528785,0.7217484008528785,0.5938166311300639,0.0,0.1279317697228146,0.128997867803838,0.126865671641791,
BPI20TravelPermitData,relative_prefix_bucket,40-60%,0.6342592592592593,0.7083333333333334,0.8078703703703703,0.6620370370370371,0.5185185185185185,0.7847222222222222,0.7962962962962963,0.5902777777777778,0.6712962962962963,0.2060185185185185,0.125,0.1134259259259259,0.136574074074074,
BPI20RequestForPayment,relative_prefix_bucket,20-40%,0.5344827586206896,0.4137931034482758,0.5960591133004927,0.5886699507389163,0.625615763546798,0.5985221674876847,0.5972906403940887,0.6071428571428572,0.4741379310344827,-0.0098522167487684,0.1231527093596059,0.1243842364532019,0.1219211822660099,
BPI17,prefix_length_bucket,2,1.0,0.7551020408163265,1.0,0.9387755102040816,0.979591836734694,1.0,1.0,0.9591836734693876,0.8775510204081632,0.0408163265306122,0.1224489795918367,0.1224489795918367,0.1224489795918367,
BPI20RequestForPayment,prefix_length_bucket,2,0.5913978494623656,0.4758064516129032,0.6559139784946236,0.6532258064516129,0.6559139784946236,0.6559139784946236,0.6559139784946236,0.6545698924731183,0.5336021505376345,0.0013440860215053,0.1223118279569891,0.1223118279569891,0.1223118279569891,
BPI12,true_next_activity_frequency_bucket,"next_freq_(10853.0, 12647.0]",0.8024691358024691,0.8930041152263375,0.9958847736625516,0.8580246913580247,0.8703703703703703,0.9423868312757202,0.969135802469136,0.8641975308641976,0.8477366255144033,0.1049382716049383,0.1213991769547325,0.0946502057613168,0.1481481481481481,
BPI12,y_true_na,22,0.8024691358024691,0.8930041152263375,0.9958847736625516,0.8580246913580247,0.8703703703703703,0.9423868312757202,0.969135802469136,0.8641975308641976,0.8477366255144033,0.1049382716049383,0.1213991769547325,0.0946502057613168,0.1481481481481481,W_Completeren aanvraag
BPI20RequestForPayment,case_length_bucket,4-5,0.9275793650793652,0.8263888888888888,0.998015873015873,0.8095238095238095,0.8015873015873016,0.998015873015873,0.998015873015873,0.8055555555555556,0.876984126984127,0.1924603174603174,0.121031746031746,0.121031746031746,0.121031746031746,
BPI20TravelPermitData,y_true_na,12,0.8723404255319149,0.6808510638297872,0.8936170212765957,0.8723404255319149,0.8723404255319149,0.8936170212765957,0.8936170212765957,0.8723404255319149,0.7765957446808511,0.0212765957446807,0.1170212765957445,0.1170212765957445,0.1170212765957445,Declaration REJECTED by EMPLOYEE
BPI12,prefix_length_bucket,6-10,0.5972696245733788,0.7337883959044369,0.7030716723549488,0.5699658703071673,0.590443686006826,0.8600682593856656,0.7815699658703072,0.5802047781569966,0.6655290102389079,0.2013651877133107,0.1160409556313993,0.1945392491467577,0.0375426621160409,
BPI20TravelPermitData,prefix_length_bucket,6-10,0.6586402266288952,0.7379603399433428,0.8271954674220963,0.7096317280453258,0.5793201133144475,0.7974504249291785,0.8123229461756374,0.6444759206798867,0.6983002832861189,0.1678470254957507,0.1140226628895184,0.0991501416430595,0.1288951841359773,
BPI20RequestForPayment,true_next_activity_frequency_bucket,"next_freq_(0.999, 1190.0]",0.6032520325203252,0.5186991869918699,0.6650406504065041,0.6617886178861788,0.697560975609756,0.6699186991869919,0.667479674796748,0.6796747967479675,0.5609756097560976,-0.0121951219512195,0.1065040650406503,0.1089430894308942,0.1040650406504064,
BPI12,case_length_bucket,11-20,0.5986842105263158,0.6973684210526315,0.7105263157894737,0.6118421052631579,0.6118421052631579,0.7960526315789473,0.7532894736842105,0.6118421052631579,0.6480263157894737,0.1414473684210526,0.1052631578947368,0.1480263157894736,0.0625,
BPI20TravelPermitData,y_true_na,17,0.8931297709923665,0.7480916030534351,0.9083969465648856,0.7938931297709924,0.816793893129771,0.9389312977099236,0.9236641221374046,0.8053435114503817,0.8206106870229009,0.1183206106870228,0.1030534351145037,0.1183206106870228,0.0877862595419846,Declaration SUBMITTED by EMPLOYEE
BPI12,activity_current,20,0.6495726495726496,0.6068376068376068,0.6923076923076923,0.4102564102564102,0.3675213675213675,0.7692307692307693,0.7307692307692308,0.3888888888888889,0.6282051282051282,0.3418803418803419,0.1025641025641026,0.141025641025641,0.0641025641025641,W_Afhandelen leads
BPI17,y_true_na,9,0.7959183673469388,0.979591836734694,1.0,0.0,0.0,0.979591836734694,0.9897959183673468,0.0,0.8877551020408163,0.9897959183673468,0.1020408163265306,0.0918367346938775,0.1122448979591836,A_Incomplete
