dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases,group_value_label
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,23,41,0.3541842350827121,0.2491260012107518,0.2820190340280533,0.6223549768328667,0.0192109987639435,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,25,41,0.4610072343451221,0.5383073616479273,0.2594386413693428,0.9760955572128296,0.0361627436629155,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,30,256,0.1754953422496328,0.1865018031224377,0.1020717471837997,0.2519198209047317,-0.1448032881162362,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,activity_current,31,224,0.4363520591724718,0.3022564074547174,0.3650558702647686,0.9971999579574918,0.4286407075229022,224,Request Payment
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,3,199,0.1888855626024469,0.0495662307657904,0.1722960770130157,0.3392370689660311,0.1855396927090422,199,Payment Handled
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,4,215,0.4367200213646906,0.2866110193741866,0.3782291300594806,0.84421446621418,0.3064176156434642,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,5,78,0.3365388154290998,0.1689758725708153,0.3087348826229572,0.6236735075712204,0.2285413406431101,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,7,32,0.5372716973070055,0.4754634209136718,0.5211972026154399,0.7761209011077881,0.2861132996622473,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,8,37,1.5779599538324651,5.134691939949205,1.1633562743663788,2.479897451400757,-0.5719304134112757,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,9,160,1.865406410635842,7.628452933759759,1.2021800018846989,4.677167379856109,-1.0833468136774171,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,16,201,0.211498101163118,0.1517096547454526,0.139231875538826,0.3925876189023256,0.0657864928393814,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,17,223,0.2632175159759113,0.1323144774496695,0.1879860162734985,0.5523826926946641,-0.0111195249360309,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,18,87,0.2559993958673386,0.094179103894205,0.2124386578798294,0.5007554858922958,0.1187356416772965,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,22,180,0.4367467061215494,0.2881362033337293,0.4070586711168289,0.8271616786718369,0.2004093381640915,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,23,41,0.4501873499588905,0.2800044976385376,0.4256967753171921,0.8897315561771393,0.1784623013184655,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,25,41,0.5273424654208101,0.661086681850966,0.396302655339241,0.9167864322662354,0.0685466474430385,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,30,256,0.2512965158193765,0.2141431355646363,0.1638528183102607,0.4502403736114502,0.0343986394100284,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,rnn,sequence,NT,activity_current,31,224,0.2651674811444715,0.0998675791107573,0.2470395751297474,0.4898874118924142,0.2437245739473366,224,Request Payment
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,3,199,0.0359550593186862,0.0039830842584669,0.0241283476352691,0.0534252226352691,0.0359550593186862,199,Payment Handled
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,4,215,0.1929766123984442,0.1041878490077864,0.101951390504837,0.4195084393024443,-0.0460064944746189,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,5,78,0.2533604642734505,0.0880220631226853,0.1990879625082016,0.5018548995256424,-0.0581170982108093,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,7,32,0.3505308497697115,0.2496714149539311,0.3129528611898422,0.4561008602380753,0.1235568099655211,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,8,37,1.578603212092374,5.386168389458876,1.1000452004373074,2.18800687789917,-0.5660481074371854,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,9,160,1.9255322376335244,7.112194173327244,1.45490200817585,4.47338695526123,-0.6539515247499367,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,activity_current,16,201,0.1243107816695573,0.1411626045345828,0.0612351596355438,0.0846713781356811,-0.0092129042714982,198,Permit SUBMITTED by EMPLOYEE
