dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases
BPI20RequestForPayment,saprpt,tabular_fm,RT,relative_prefix_bucket,80-100%,505,0.09292343553192545,0.051633563131946975,0.022519826889038086,0.19057304859161378,0.05237452907875033,465
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,relative_prefix_bucket,0-20%,347,0.8262112826197502,1.2808471158098473,0.5763309299945831,1.9931792676448836,-0.48920472269416154,346
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,relative_prefix_bucket,20-40%,406,0.8848018765901422,1.3617049914313766,0.6560170277953148,2.012924276292324,-0.42060448813683404,394
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,relative_prefix_bucket,40-60%,360,0.5456977603730694,0.6070160135884042,0.37545258924365044,1.0670010507106784,-0.08163601685664616,358
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,relative_prefix_bucket,60-80%,382,0.32024066510375016,0.33723026461269756,0.14537471905350685,0.8367454883642498,0.01909484729720572,374
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,relative_prefix_bucket,80-100%,505,0.0645196508579325,0.04089211743028461,0.0020257234573364258,0.07874600887298584,0.048033958415288736,465
BPI20RequestForPayment,transformer,sequence,RT,relative_prefix_bucket,0-20%,347,0.8027762485042709,1.1653511824456857,0.5820304453372955,1.709834587574005,-0.2654903819261156,346
BPI20RequestForPayment,transformer,sequence,RT,relative_prefix_bucket,20-40%,406,0.880637572891322,1.3516052833546597,0.6560676693916321,1.8825768828392029,-0.3910872218476636,394
BPI20RequestForPayment,transformer,sequence,RT,relative_prefix_bucket,40-60%,360,0.5636279399138099,0.6516194808925171,0.40106305480003357,1.1541052401065834,-0.09087810181663372,358
BPI20RequestForPayment,transformer,sequence,RT,relative_prefix_bucket,60-80%,382,0.39570114185700817,0.4180223879504281,0.23565544188022614,0.9270851969718934,-0.03450765938123844,374
BPI20RequestForPayment,transformer,sequence,RT,relative_prefix_bucket,80-100%,505,0.13233722432857692,0.08332942970088894,0.04800558090209961,0.28984264135360716,0.012847031557028836,465
BPI20TravelPermitData,gemma-2-2b,llm,RT,relative_prefix_bucket,0-20%,322,0.9462283211814454,1.6026890380136043,0.6269394978880882,2.1721439212560654,-0.705800166298268,309
BPI20TravelPermitData,gemma-2-2b,llm,RT,relative_prefix_bucket,20-40%,403,0.8980876823775868,1.7209214539004039,0.5409667789936066,2.177312219142914,-0.7618696501342928,379
BPI20TravelPermitData,gemma-2-2b,llm,RT,relative_prefix_bucket,40-60%,432,0.8115569537511436,1.3636038930463135,0.49743252992630005,1.9799617052078249,-0.7582754191370676,408
BPI20TravelPermitData,gemma-2-2b,llm,RT,relative_prefix_bucket,60-80%,392,0.7159869191425375,0.9160158604107971,0.49464550614356995,1.871157512068749,-0.6710976526874405,373
