scope,dataset,model,model_pretty,paradigm,n_rows,n_cases,na_n,na_accuracy,na_error_rate,rt_n,rt_mse,rt_rmse,rt_mae,rt_median_ae,rt_p90_ae,rt_bias,nt_n,nt_mse,nt_rmse,nt_mae,nt_median_ae,nt_p90_ae,nt_bias
all_available_rows,BPI20RequestForPayment,rnn,RNN,sequence,7041,1288,7041,0.8923448373810539,0.10765516261894614,7041,0.7069730879290893,0.8408169170093388,0.5404207681346562,0.3134394884109497,1.3052118420600891,-0.13762920173069745,7041,0.7489566955663427,0.8654228420641222,0.4757193472681325,0.2367163896560669,1.0806787014007568,-0.11215330398809954
all_available_rows,BPI20RequestForPayment,saprpt,SAP-RPT,tabular_fm,2000,1068,2000,0.7435,0.25649999999999995,2000,0.6628072554480935,0.8141297534472582,0.5166596953014959,0.295562744140625,1.2876103997230541,-0.05741712539427681,2000,0.8031064803260433,0.8961620837359965,0.45027690709626766,0.11621305346488953,1.174543365836144,-0.04011470172426198
all_available_rows,BPI20RequestForPayment,tabpfn3,TabPFN-3,tabular_fm,2000,1068,2000,0.7275,0.27249999999999996,2000,0.6826522104916628,0.8262276989375645,0.49864521422592223,0.2702329345047474,1.2981107115745547,-0.16917852317978396,2000,0.7865206195163044,0.8868599774013395,0.431519413831993,0.14786797855049372,1.1769519805908204,-0.07601885661680717
all_available_rows,BPI20RequestForPayment,transformer,Transformer,sequence,7041,1288,7041,0.8934810396250532,0.10651896037494679,7041,0.6732320221904093,0.8205071737592605,0.5193068784191085,0.2912496030330658,1.2785252928733826,-0.13385519250974112,7041,0.7404724875309906,0.8605071106800865,0.45053594220783044,0.1857345998287201,1.0960498452186584,-0.10231543007936544
all_available_rows,BPI20TravelPermitData,gemma-2-2b,Gemma-2-2B,llm,32390,2671,32390,0.6544303797468355,0.3455696202531645,32390,1.147941504238651,1.0714203209938904,0.7675968139393544,0.5101855993270874,1.8640551954507856,-0.6470219530767211,32390,1.0576982095228549,1.0284445583126272,0.56577954513442,0.34666839987039566,1.0592177800834188,-0.4364017106787612
all_available_rows,BPI20TravelPermitData,llama32-1b,Llama-3.2-1B,llm,32390,2671,32390,0.7207780179067613,0.2792219820932387,32390,0.9693863111048471,0.9845741775533456,0.6476618371946766,0.3610230088233948,1.7009064577519912,-0.4216154730574263,32390,0.9706109132632853,0.9851958755817471,0.4820043137036609,0.2331569939851761,1.0727528318762785,-0.26683920562468955
all_available_rows,BPI20TravelPermitData,rnn,RNN,sequence,32390,2671,32390,0.7321395492435937,0.2678604507564063,32390,0.9489577003665244,0.9741445993108643,0.6250541080241538,0.3174837678670883,1.7048803716897964,-0.3896897774639477,32390,1.044253562928717,1.021887255487961,0.45580364853756694,0.17242605984210968,1.0304784044623376,-0.22940243163212876
all_available_rows,BPI20TravelPermitData,saprpt,SAP-RPT,tabular_fm,2000,1406,2000,0.676,0.32399999999999995,2000,0.9307266912924892,0.9647417744103803,0.6276494252214179,0.33884866535663605,1.5572551488876345,-0.22460825986495184,2000,1.0735022887309529,1.0360995554148997,0.4386215286279912,0.12310238927602768,1.2310852468013787,-0.07744452359416755
all_available_rows,BPI20TravelPermitData,tabpfn3,TabPFN-3,tabular_fm,2000,1406,2000,0.604,0.396,2000,1.0069212683677609,1.0034546668224533,0.640320341520608,0.34340471029281616,1.6995886579155923,-0.30674885706078203,2000,1.0363621324628776,1.0180187289352183,0.43071429303562037,0.11284907162189484,1.2028451561927795,-0.07144990430312465
all_available_rows,BPI20TravelPermitData,transformer,Transformer,sequence,32390,2671,32390,0.7098795924668108,0.29012040753318924,32390,0.8427991116800965,0.918040909589598,0.5825941987252072,0.2852155938744545,1.563862538337708,-0.265044388057545,32390,0.9064022228365413,0.9520515862265769,0.44121847598252045,0.193324014544487,1.0812273412942888,-0.21590484024285483
