dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,prefix_length_bucket,2,219,0.2614376554292197,0.14088608786720613,0.18092335015535355,0.5625808358192449,-0.020953110555829012,219
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,prefix_length_bucket,3,203,0.9385724642513013,3.0607991654692497,0.3816796913743019,2.006743583083153,-0.2427986553033442,203
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,prefix_length_bucket,4-5,445,0.5904843839328198,1.5152633134182645,0.25162432342767715,1.4662977375090127,-0.07768370995390898,356
BPI20PrepaidTravelCosts,gemma-2-2b,llm,NT,prefix_length_bucket,6-10,828,0.29035881755987647,0.18933397691827364,0.21575945476070046,0.562647330760956,0.10894265088100236,451
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,prefix_length_bucket,1,211,0.4402943885856489,0.3359800778107417,0.3880516365170479,0.80068439245224,0.3200546997605925,211
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,prefix_length_bucket,11-20,94,0.4083321953311245,0.21835827560288293,0.4000494061037898,0.6812490440905096,0.2946961964579656,64
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,prefix_length_bucket,2,219,0.9758435394699987,1.1017079306377555,1.0481224358081818,1.443351894617081,0.9270688635063226,219
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,prefix_length_bucket,3,203,1.3065318558144319,3.709801860879488,1.0458900034427643,2.0182520985603345,0.07109125861938208,203
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,prefix_length_bucket,4-5,445,0.6403886943249806,1.5862798257200386,0.23308289051055908,1.420898824930191,-0.06339058644671956,356
BPI20PrepaidTravelCosts,llama32-1b,llm,NT,prefix_length_bucket,6-10,828,0.4368243269302935,0.342880484977174,0.37338341400027275,0.8516361683607103,0.1851789663895644,451
BPI20PrepaidTravelCosts,rnn,sequence,NT,prefix_length_bucket,1,211,0.20546003745347968,0.14387474069863876,0.13353538513183594,0.38495697267353535,0.06363895840907549,211
BPI20PrepaidTravelCosts,rnn,sequence,NT,prefix_length_bucket,11-20,94,0.22751749265552598,0.07759826967283494,0.20783275458961725,0.45115207806229596,0.15203027076712075,64
BPI20PrepaidTravelCosts,rnn,sequence,NT,prefix_length_bucket,2,219,0.4305932477943718,0.28258896306613146,0.3619495800230652,0.8684397101402285,0.26683218736460934,219
BPI20PrepaidTravelCosts,rnn,sequence,NT,prefix_length_bucket,3,203,0.9829377837056463,3.643139757658343,0.46085822582244873,2.246818327903748,-0.42330873101001165,203
BPI20PrepaidTravelCosts,rnn,sequence,NT,prefix_length_bucket,4-5,445,0.6174408925319185,1.6337174569035045,0.25061750411987305,1.563574385643006,-0.14941870610169503,356
BPI20PrepaidTravelCosts,rnn,sequence,NT,prefix_length_bucket,6-10,828,0.3271632696546388,0.22055315137647355,0.262737100943923,0.5983167916536332,0.1643755788143867,451
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,prefix_length_bucket,1,211,0.11995271805197141,0.1345011901636522,0.05926141142845154,0.08464691042900085,-0.00809458459581809,211
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,prefix_length_bucket,11-20,94,0.10760708589186059,0.02985846448684759,0.03460546210408211,0.2905626654624939,0.01748298687186647,64
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,prefix_length_bucket,2,219,0.20341885516836763,0.11827987158077877,0.10186278820037842,0.5157999098300935,-0.0640586908379374,219
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,prefix_length_bucket,3,203,0.9386159081176598,3.257852115391551,0.38149020075798035,1.993570750951767,-0.37647142389180194,203
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,prefix_length_bucket,4-5,445,0.5134900152494901,1.5173852588167012,0.08686113357543945,1.5511881172657014,-0.16165363251263004,356
BPI20PrepaidTravelCosts,saprpt,tabular_fm,NT,prefix_length_bucket,6-10,828,0.20926631252725578,0.1755733440174188,0.09040335565805435,0.37895388603210456,0.024590839084961385,451
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,prefix_length_bucket,1,211,0.07488054372546797,0.13784972366738157,0.007430851459503174,0.019701123237609863,-0.061048396920423374,211
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,prefix_length_bucket,11-20,94,0.0801718687400856,0.025449796267704914,0.005470737814903259,0.23666056320071224,-0.004105066385199415,64
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,prefix_length_bucket,2,219,0.19636337426767503,0.11921658606162179,0.08201238512992859,0.5179396629333509,-0.08557218440795598,219
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,prefix_length_bucket,3,203,0.918106278711689,3.507380619511003,0.3300653430633247,2.337032079696658,-0.5381409770311911,203
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,prefix_length_bucket,4-5,445,0.49907036285972994,1.602546400893674,0.06708654761314392,1.4193217992782594,-0.23094573568217874,356
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,NT,prefix_length_bucket,6-10,828,0.18677526299090266,0.16686164785454322,0.065064437687397,0.3968683034181597,-0.01306160148156769,451
BPI20PrepaidTravelCosts,transformer,sequence,NT,prefix_length_bucket,1,211,0.3170551377021977,0.19600954994276112,0.2566399574279785,0.55246601998806,0.2118358017139631,211
BPI20PrepaidTravelCosts,transformer,sequence,NT,prefix_length_bucket,11-20,94,0.47719807446280377,0.26151718022354664,0.4804454445838928,0.7055000960826874,0.47719807446280377,64
BPI20PrepaidTravelCosts,transformer,sequence,NT,prefix_length_bucket,2,219,0.4009875203339281,0.21003948119662977,0.38072890043258667,0.6034183651208878,0.2762219660865466,219
BPI20PrepaidTravelCosts,transformer,sequence,NT,prefix_length_bucket,3,203,1.0117926419694825,3.621988262474701,0.4804314821958542,2.209631204605104,-0.3340881994264223,203
BPI20PrepaidTravelCosts,transformer,sequence,NT,prefix_length_bucket,4-5,445,0.675175462337734,1.5744107356342485,0.36630675196647644,1.2926197886466984,0.029036011815782678,356
BPI20PrepaidTravelCosts,transformer,sequence,NT,prefix_length_bucket,6-10,828,0.49358175842306756,0.3337684328946751,0.47437790036201477,0.7753441721200944,0.4075082295692961,451
BPI20RequestForPayment,gemma-2-2b,llm,NT,prefix_length_bucket,1,367,0.21323666898203805,0.35589884399242727,0.12812018394470215,0.24263324141502382,0.025747089806629462,367
BPI20RequestForPayment,gemma-2-2b,llm,NT,prefix_length_bucket,2,372,0.891733290305266,1.5727286335644912,0.6822824627161026,1.8319691106677063,-0.1650208618250295,372
BPI20RequestForPayment,gemma-2-2b,llm,NT,prefix_length_bucket,3,371,0.7731185508879389,1.226618035586095,0.588110476732254,1.4710028767585754,-0.06701600133263157,371
BPI20RequestForPayment,gemma-2-2b,llm,NT,prefix_length_bucket,4-5,664,0.3754959276979733,0.5753553288520702,0.15909035503864288,0.8887186497449876,0.0600192085117472,583
BPI20RequestForPayment,gemma-2-2b,llm,NT,prefix_length_bucket,6-10,222,0.29221111469742683,0.40954789680276465,0.13963717222213745,0.6971148774027826,-0.03727315049954094,188
BPI20RequestForPayment,llama32-1b,llm,NT,prefix_length_bucket,1,367,0.2132244589624353,0.40154424314119136,0.11819607019424438,0.1567036509513855,-0.2132244589624353,367
BPI20RequestForPayment,llama32-1b,llm,NT,prefix_length_bucket,2,372,0.8770513105017174,1.5807824079589108,0.6836308389902115,1.892349566519261,-0.20437221255801838,372
BPI20RequestForPayment,llama32-1b,llm,NT,prefix_length_bucket,3,371,0.7449371580685918,1.2720948914664927,0.5083474516868591,1.4855298618786037,-0.2646642376680048,371
BPI20RequestForPayment,llama32-1b,llm,NT,prefix_length_bucket,4-5,664,0.3454950239841759,0.5852789583208693,0.09123349189758301,0.8887428805232049,0.008013064255629363,583
BPI20RequestForPayment,llama32-1b,llm,NT,prefix_length_bucket,6-10,222,0.2214867315655742,0.4198392676401799,0.039022475481033325,0.6234302878379822,-0.05633144306232901,188
BPI20RequestForPayment,rnn,sequence,NT,prefix_length_bucket,1,367,0.16976962212158483,0.3836705721132877,0.059033215045928955,0.19230176210403446,-0.1207798306477492,367
BPI20RequestForPayment,rnn,sequence,NT,prefix_length_bucket,2,372,0.8742933720337748,1.663706717313263,0.5891265198588371,2.1352510657161545,-0.33763911138709274,372
BPI20RequestForPayment,rnn,sequence,NT,prefix_length_bucket,3,371,0.8065148619319892,1.2696029392554509,0.6361152119934559,1.650354415178299,-0.115279233861323,371
BPI20RequestForPayment,rnn,sequence,NT,prefix_length_bucket,4-5,664,0.3808988197422614,0.5667088653695659,0.2325274795293808,0.8220566913485529,-0.08026364444599329,583
BPI20RequestForPayment,rnn,sequence,NT,prefix_length_bucket,6-10,222,0.27499479991656534,0.3824200524905993,0.09776616096496582,0.7003681898117066,-0.05275928061392561,188
BPI20RequestForPayment,saprpt,tabular_fm,NT,prefix_length_bucket,1,367,0.13471793499077372,0.36136412446516447,0.030939698219299316,0.06999778747558594,-0.060487745771291145,367
BPI20RequestForPayment,saprpt,tabular_fm,NT,prefix_length_bucket,2,372,0.8342182359937328,1.592842292091825,0.5046034157276154,2.0785018801689152,-0.3126648379663777,372
BPI20RequestForPayment,saprpt,tabular_fm,NT,prefix_length_bucket,3,371,0.79301449366923,1.2211216096502575,0.6250942647457123,1.6299035549163818,0.06523270306184968,371
BPI20RequestForPayment,saprpt,tabular_fm,NT,prefix_length_bucket,4-5,664,0.29520351677594414,0.5158288445642288,0.055779486894607544,0.7822269856929782,0.04529778565089387,583
BPI20RequestForPayment,saprpt,tabular_fm,NT,prefix_length_bucket,6-10,222,0.22520356727680108,0.38453570604126625,0.0231359601020813,0.7027145564556122,0.01548383977297727,188
BPI20RequestForPayment,tabpfn3,tabular_fm,NT,prefix_length_bucket,1,367,0.10939521446052625,0.3643565426301946,0.00929349660873413,0.02516129016876221,-0.0884291302686816,367
